Started
2019 day 12:
.....
0 : pos=<x= 2 , y= -1 , z= 1 >, vel=<x= 3 , y= -1 , z= -1 >
0 : pos=<x= -1 , y= -7 , z= 2 >, vel=<x= 0 , y= 2 , z= -1 >
1 : pos=<x= 3 , y= 0 , z= 5 >, vel=<x= -1 , y= -1 , z= 5 >
2 : pos=<x= 3 , y= -2 , z= -4 >, vel=<x= 1 , y= -4 , z= -5 >
3 : pos=<x= 3 , y= -4 , z= -1 >, vel=<x= 0 , y= 3 , z= 1 >
found velocity and position match, step #: 258
0 : pos=<x= 2 , y= -2 , z= 0 >, vel=<x= 3 , y= 5 , z= -2 >
1 : pos=<x= 1 , y= -4 , z= 7 >, vel=<x= -2 , y= -4 , z= 2 >
2 : pos=<x= 3 , y= -7 , z= -6 >, vel=<x= 0 , y= -5 , z= -2 >
3 : pos=<x= 2 , y= 0 , z= 1 >, vel=<x= -1 , y= 4 , z= 2 >
found velocity and position match, step #: 259
0 : pos=<x= 5 , y= 2 , z= -1 >, vel=<x= 3 , y= 4 , z= -1 >
1 : pos=<x= 2 , y= -7 , z= 6 >, vel=<x= 1 , y= -3 , z= -1 >
2 : pos=<x= 0 , y= -9 , z= -5 >, vel=<x= -3 , y= -2 , z= 1 >
3 : pos=<x= 1 , y= 1 , z= 2 >, vel=<x= -1 , y= 1 , z= 1 >
found velocity and position match, step #: 260
0 : pos=<x= 5 , y= 3 , z= -1 >, vel=<x= 0 , y= 1 , z= 0 >
1 : pos=<x= 2 , y= -9 , z= 2 >, vel=<x= 0 , y= -2 , z= -4 >
2 : pos=<x= 0 , y= -8 , z= -1 >, vel=<x= 0 , y= 1 , z= 4 >
3 : pos=<x= 1 , y= 1 , z= 2 >, vel=<x= 0 , y= 0 , z= 0 >
found velocity and position match, step #: 261
0 : pos=<x= 2 , y= 1 , z= 1 >, vel=<x= -3 , y= -2 , z= 2 >
1 : pos=<x= 1 , y= -8 , z= -4 >, vel=<x= -1 , y= 1 , z= -6 >
2 : pos=<x= 3 , y= -6 , z= 5 >, vel=<x= 3 , y= 2 , z= 6 >
3 : pos=<x= 2 , y= 0 , z= 0 >, vel=<x= 1 , y= -1 , z= -2 >
found velocity and position match, step #: 262
0 : pos=<x= -1 , y= -4 , z= 2 >, vel=<x= -3 , y= -5 , z= 1 >
1 : pos=<x= 3 , y= -4 , z= -7 >, vel=<x= 2 , y= 4 , z= -3 >
2 : pos=<x= 3 , y= -3 , z= 8 >, vel=<x= 0 , y= 3 , z= 3 >
3 : pos=<x= 3 , y= -2 , z= -1 >, vel=<x= 1 , y= -2 , z= -1 >
found velocity and position match, step #: 263
0 : pos=<x= -1 , y= -7 , z= 2 >, vel=<x= 0 , y= -3 , z= 0 >
1 : pos=<x= 4 , y= 2 , z= -7 >, vel=<x= 1 , y= 6 , z= 0 >
2 : pos=<x= 2 , y= -1 , z= 8 >, vel=<x= -1 , y= 2 , z= 0 >
3 : pos=<x= 3 , y= -7 , z= -1 >, vel=<x= 0 , y= -5 , z= 0 >
found velocity and position match, step #: 264
0 : pos=<x= 2 , y= -8 , z= 1 >, vel=<x= 3 , y= -1 , z= -1 >
1 : pos=<x= 2 , y= 5 , z= -4 >, vel=<x= -2 , y= 3 , z= 3 >
2 : pos=<x= 2 , y= 0 , z= 5 >, vel=<x= 0 , y= 1 , z= -3 >
3 : pos=<x= 2 , y= -10 , z= 0 >, vel=<x= -1 , y= -3 , z= 1 >
found velocity and position match, step #: 265
0 : pos=<x= 5 , y= -8 , z= -1 >, vel=<x= 3 , y= 0 , z= -2 >
1 : pos=<x= 0 , y= 5 , z= 2 >, vel=<x= -2 , y= 0 , z= 6 >
2 : pos=<x= 2 , y= 0 , z= -1 >, vel=<x= 0 , y= 0 , z= -6 >
3 : pos=<x= 1 , y= -10 , z= 2 >, vel=<x= -1 , y= 0 , z= 2 >
found velocity and position match, step #: 266
0 : pos=<x= 5 , y= -7 , z= -1 >, vel=<x= 0 , y= 1 , z= 0 >
1 : pos=<x= 1 , y= 2 , z= 6 >, vel=<x= 1 , y= -3 , z= 4 >
2 : pos=<x= 1 , y= -1 , z= -5 >, vel=<x= -1 , y= -1 , z= -4 >
3 : pos=<x= 1 , y= -7 , z= 2 >, vel=<x= 0 , y= 3 , z= 0 >
found velocity and position match, step #: 267
0 : pos=<x= 2 , y= -4 , z= 0 >, vel=<x= -3 , y= 3 , z= 1 >
1 : pos=<x= 3 , y= -4 , z= 7 >, vel=<x= 2 , y= -6 , z= 1 >
2 : pos=<x= 1 , y= -3 , z= -6 >, vel=<x= 0 , y= -2 , z= -1 >
3 : pos=<x= 2 , y= -2 , z= 1 >, vel=<x= 1 , y= 5 , z= -1 >
found velocity and position match, step #: 268
0 : pos=<x= -1 , y= 1 , z= 2 >, vel=<x= -3 , y= 5 , z= 2 >
1 : pos=<x= 2 , y= -8 , z= 5 >, vel=<x= -1 , y= -4 , z= -2 >
2 : pos=<x= 4 , y= -6 , z= -4 >, vel=<x= 3 , y= -3 , z= 2 >
3 : pos=<x= 3 , y= 0 , z= -1 >, vel=<x= 1 , y= 2 , z= -2 >
found velocity and position match, step #: 269
0 : pos=<x= -1 , y= 3 , z= 3 >, vel=<x= 0 , y= 2 , z= 1 >
1 : pos=<x= 2 , y= -9 , z= 0 >, vel=<x= 0 , y= -1 , z= -5 >
2 : pos=<x= 4 , y= -8 , z= 1 >, vel=<x= 0 , y= -2 , z= 5 >
3 : pos=<x= 3 , y= 1 , z= -2 >, vel=<x= 0 , y= 1 , z= -1 >
found velocity and position match, step #: 270
0 : pos=<x= 2 , y= 2 , z= 1 >, vel=<x= 3 , y= -1 , z= -2 >
1 : pos=<x= 3 , y= -7 , z= -4 >, vel=<x= 1 , y= 2 , z= -4 >
2 : pos=<x= 1 , y= -9 , z= 5 >, vel=<x= -3 , y= -1 , z= 4 >
3 : pos=<x= 2 , y= 1 , z= 0 >, vel=<x= -1 , y= 0 , z= 2 >
found velocity and position match, step #: 271
0 : pos=<x= 5 , y= -2 , z= -2 >, vel=<x= 3 , y= -4 , z= -3 >
1 : pos=<x= 1 , y= -4 , z= -5 >, vel=<x= -2 , y= 3 , z= -1 >
2 : pos=<x= 1 , y= -7 , z= 6 >, vel=<x= 0 , y= 2 , z= 1 >
3 : pos=<x= 1 , y= 0 , z= 3 >, vel=<x= -1 , y= -1 , z= 3 >
found velocity and position match, step #: 272
0 : pos=<x= 5 , y= -7 , z= -4 >, vel=<x= 0 , y= -5 , z= -2 >
1 : pos=<x= 0 , y= 0 , z= -3 >, vel=<x= -1 , y= 4 , z= 2 >
2 : pos=<x= 2 , y= -2 , z= 4 >, vel=<x= 1 , y= 5 , z= -2 >
3 : pos=<x= 1 , y= -4 , z= 5 >, vel=<x= 0 , y= -4 , z= 2 >
found velocity and position match, step #: 273
0 : pos=<x= 2 , y= -9 , z= -3 >, vel=<x= -3 , y= -2 , z= 1 >
1 : pos=<x= 2 , y= 1 , z= 0 >, vel=<x= 2 , y= 1 , z= 3 >
2 : pos=<x= 2 , y= 2 , z= 1 >, vel=<x= 0 , y= 4 , z= -3 >
3 : pos=<x= 2 , y= -7 , z= 4 >, vel=<x= 1 , y= -3 , z= -1 >
found velocity and position match, step #: 274
0 : pos=<x= -1 , y= -8 , z= 1 >, vel=<x= -3 , y= 1 , z= 4 >
1 : pos=<x= 4 , y= 1 , z= 4 >, vel=<x= 2 , y= 0 , z= 4 >
2 : pos=<x= 2 , y= 3 , z= -3 >, vel=<x= 0 , y= 1 , z= -4 >
3 : pos=<x= 3 , y= -9 , z= 0 >, vel=<x= 1 , y= -2 , z= -4 >
found velocity and position match, step #: 275
0 : pos=<x= -1 , y= -6 , z= 4 >, vel=<x= 0 , y= 2 , z= 3 >
1 : pos=<x= 3 , y= 0 , z= 5 >, vel=<x= -1 , y= -1 , z= 1 >
2 : pos=<x= 3 , y= 1 , z= -4 >, vel=<x= 1 , y= -2 , z= -1 >
3 : pos=<x= 3 , y= -8 , z= -3 >, vel=<x= 0 , y= 1 , z= -3 >
found velocity and position match, step #: 276
0 : pos=<x= 2 , y= -3 , z= 6 >, vel=<x= 3 , y= 3 , z= 2 >
1 : pos=<x= 1 , y= -2 , z= 3 >, vel=<x= -2 , y= -2 , z= -2 >
2 : pos=<x= 3 , y= -4 , z= -2 >, vel=<x= 0 , y= -5 , z= 2 >
3 : pos=<x= 2 , y= -4 , z= -5 >, vel=<x= -1 , y= 4 , z= -2 >
found velocity and position match, step #: 277
0 : pos=<x= 5 , y= -1 , z= 5 >, vel=<x= 3 , y= 2 , z= -1 >
1 : pos=<x= 2 , y= -7 , z= 0 >, vel=<x= 1 , y= -5 , z= -3 >
2 : pos=<x= 0 , y= -7 , z= 1 >, vel=<x= -3 , y= -3 , z= 3 >
3 : pos=<x= 1 , y= 2 , z= -4 >, vel=<x= -1 , y= 6 , z= 1 >
found velocity and position match, step #: 278
0 : pos=<x= 5 , y= 0 , z= 1 >, vel=<x= 0 , y= 1 , z= -4 >
1 : pos=<x= 2 , y= -10 , z= -2 >, vel=<x= 0 , y= -3 , z= -2 >
2 : pos=<x= 0 , y= -8 , z= 3 >, vel=<x= 0 , y= -1 , z= 2 >
3 : pos=<x= 1 , y= 5 , z= 0 >, vel=<x= 0 , y= 3 , z= 4 >
found velocity and position match, step #: 279
0 : pos=<x= 2 , y= 0 , z= -4 >, vel=<x= -3 , y= 0 , z= -5 >
1 : pos=<x= 1 , y= -10 , z= -1 >, vel=<x= -1 , y= 0 , z= 1 >
2 : pos=<x= 3 , y= -8 , z= 2 >, vel=<x= 3 , y= 0 , z= -1 >
3 : pos=<x= 2 , y= 5 , z= 5 >, vel=<x= 1 , y= 0 , z= 5 >
found velocity and position match, step #: 280
0 : pos=<x= -1 , y= -1 , z= -6 >, vel=<x= -3 , y= -1 , z= -2 >
1 : pos=<x= 3 , y= -7 , z= 1 >, vel=<x= 2 , y= 3 , z= 2 >
2 : pos=<x= 3 , y= -7 , z= 0 >, vel=<x= 0 , y= 1 , z= -2 >
3 : pos=<x= 3 , y= 2 , z= 7 >, vel=<x= 1 , y= -3 , z= 2 >
found velocity and position match, step #: 281
0 : pos=<x= -1 , y= -3 , z= -5 >, vel=<x= 0 , y= -2 , z= 1 >
1 : pos=<x= 4 , y= -2 , z= 2 >, vel=<x= 1 , y= 5 , z= 1 >
2 : pos=<x= 2 , y= -4 , z= -1 >, vel=<x= -1 , y= 3 , z= -1 >
3 : pos=<x= 3 , y= -4 , z= 6 >, vel=<x= 0 , y= -6 , z= -1 >
found velocity and position match, step #: 282
0 : pos=<x= 2 , y= -6 , z= -1 >, vel=<x= 3 , y= -3 , z= 4 >
1 : pos=<x= 2 , y= 0 , z= 2 >, vel=<x= -2 , y= 2 , z= 0 >
2 : pos=<x= 2 , y= 1 , z= -1 >, vel=<x= 0 , y= 5 , z= 0 >
3 : pos=<x= 2 , y= -8 , z= 2 >, vel=<x= -1 , y= -4 , z= -4 >
found velocity and position match, step #: 283
0 : pos=<x= 5 , y= -8 , z= 5 >, vel=<x= 3 , y= -2 , z= 6 >
1 : pos=<x= 0 , y= 1 , z= 0 >, vel=<x= -2 , y= 1 , z= -2 >
2 : pos=<x= 2 , y= 3 , z= 1 >, vel=<x= 0 , y= 2 , z= 2 >
3 : pos=<x= 1 , y= -9 , z= -4 >, vel=<x= -1 , y= -1 , z= -6 >
found velocity and position match, step #: 284
0 : pos=<x= 5 , y= -9 , z= 8 >, vel=<x= 0 , y= -1 , z= 3 >
1 : pos=<x= 1 , y= 1 , z= -1 >, vel=<x= 1 , y= 0 , z= -1 >
2 : pos=<x= 1 , y= 2 , z= 2 >, vel=<x= -1 , y= -1 , z= 1 >
3 : pos=<x= 1 , y= -7 , z= -7 >, vel=<x= 0 , y= 2 , z= -3 >
found velocity and position match, step #: 285
0 : pos=<x= 2 , y= -7 , z= 8 >, vel=<x= -3 , y= 2 , z= 0 >
1 : pos=<x= 3 , y= 0 , z= -1 >, vel=<x= 2 , y= -1 , z= 0 >
2 : pos=<x= 1 , y= -2 , z= 2 >, vel=<x= 0 , y= -4 , z= 0 >
3 : pos=<x= 2 , y= -4 , z= -7 >, vel=<x= 1 , y= 3 , z= 0 >
found velocity and position match, step #: 286
0 : pos=<x= -1 , y= -2 , z= 5 >, vel=<x= -3 , y= 5 , z= -3 >
1 : pos=<x= 2 , y= -4 , z= 0 >, vel=<x= -1 , y= -4 , z= 1 >
2 : pos=<x= 4 , y= -7 , z= 1 >, vel=<x= 3 , y= -5 , z= -1 >
3 : pos=<x= 3 , y= 0 , z= -4 >, vel=<x= 1 , y= 4 , z= 3 >
found velocity and position match, step #: 287
0 : pos=<x= -1 , y= 2 , z= -1 >, vel=<x= 0 , y= 4 , z= -6 >
1 : pos=<x= 2 , y= -7 , z= 2 >, vel=<x= 0 , y= -3 , z= 2 >
2 : pos=<x= 4 , y= -9 , z= -1 >, vel=<x= 0 , y= -2 , z= -2 >
3 : pos=<x= 3 , y= 1 , z= 2 >, vel=<x= 0 , y= 1 , z= 6 >
found velocity and position match, step #: 288
0 : pos=<x= 2 , y= 3 , z= -5 >, vel=<x= 3 , y= 1 , z= -4 >
1 : pos=<x= 3 , y= -9 , z= 2 >, vel=<x= 1 , y= -2 , z= 0 >
2 : pos=<x= 1 , y= -8 , z= -1 >, vel=<x= -3 , y= 1 , z= 0 >
3 : pos=<x= 2 , y= 1 , z= 6 >, vel=<x= -1 , y= 0 , z= 4 >
found velocity and position match, step #: 289
0 : pos=<x= 5 , y= 1 , z= -6 >, vel=<x= 3 , y= -2 , z= -1 >
1 : pos=<x= 1 , y= -8 , z= 1 >, vel=<x= -2 , y= 1 , z= -1 >
2 : pos=<x= 1 , y= -6 , z= 0 >, vel=<x= 0 , y= 2 , z= 1 >
3 : pos=<x= 1 , y= 0 , z= 7 >, vel=<x= -1 , y= -1 , z= 1 >
found velocity and position match, step #: 290
0 : pos=<x= 5 , y= -4 , z= -4 >, vel=<x= 0 , y= -5 , z= 2 >
1 : pos=<x= 0 , y= -4 , z= -1 >, vel=<x= -1 , y= 4 , z= -2 >
2 : pos=<x= 2 , y= -3 , z= 2 >, vel=<x= 1 , y= 3 , z= 2 >
3 : pos=<x= 1 , y= -2 , z= 5 >, vel=<x= 0 , y= -2 , z= -2 >
found velocity and position match, step #: 291
0 : pos=<x= 2 , y= -7 , z= 1 >, vel=<x= -3 , y= -3 , z= 5 >
1 : pos=<x= 2 , y= 2 , z= -2 >, vel=<x= 2 , y= 6 , z= -1 >
2 : pos=<x= 2 , y= -1 , z= 3 >, vel=<x= 0 , y= 2 , z= 1 >
3 : pos=<x= 2 , y= -7 , z= 0 >, vel=<x= 1 , y= -5 , z= -5 >
found velocity and position match, step #: 292
0 : pos=<x= -1 , y= -8 , z= 5 >, vel=<x= -3 , y= -1 , z= 4 >
1 : pos=<x= 4 , y= 5 , z= 0 >, vel=<x= 2 , y= 3 , z= 2 >
2 : pos=<x= 2 , y= 0 , z= 1 >, vel=<x= 0 , y= 1 , z= -2 >
3 : pos=<x= 3 , y= -10 , z= -4 >, vel=<x= 1 , y= -3 , z= -4 >
found velocity and position match, step #: 293
0 : pos=<x= -1 , y= -8 , z= 6 >, vel=<x= 0 , y= 0 , z= 1 >
1 : pos=<x= 3 , y= 5 , z= 3 >, vel=<x= -1 , y= 0 , z= 3 >
2 : pos=<x= 3 , y= 0 , z= -2 >, vel=<x= 1 , y= 0 , z= -3 >
3 : pos=<x= 3 , y= -10 , z= -5 >, vel=<x= 0 , y= 0 , z= -1 >
found velocity and position match, step #: 294
0 : pos=<x= 2 , y= -7 , z= 4 >, vel=<x= 3 , y= 1 , z= -2 >
1 : pos=<x= 1 , y= 2 , z= 5 >, vel=<x= -2 , y= -3 , z= 2 >
2 : pos=<x= 3 , y= -1 , z= -4 >, vel=<x= 0 , y= -1 , z= -2 >
3 : pos=<x= 2 , y= -7 , z= -3 >, vel=<x= -1 , y= 3 , z= 2 >
found velocity and position match, step #: 295
0 : pos=<x= 5 , y= -4 , z= 1 >, vel=<x= 3 , y= 3 , z= -3 >
1 : pos=<x= 2 , y= -4 , z= 4 >, vel=<x= 1 , y= -6 , z= -1 >
2 : pos=<x= 0 , y= -3 , z= -3 >, vel=<x= -3 , y= -2 , z= 1 >
3 : pos=<x= 1 , y= -2 , z= 0 >, vel=<x= -1 , y= 5 , z= 3 >
found velocity and position match, step #: 296
0 : pos=<x= 5 , y= 1 , z= -3 >, vel=<x= 0 , y= 5 , z= -4 >
1 : pos=<x= 2 , y= -8 , z= 0 >, vel=<x= 0 , y= -4 , z= -4 >
2 : pos=<x= 0 , y= -6 , z= 1 >, vel=<x= 0 , y= -3 , z= 4 >
3 : pos=<x= 1 , y= 0 , z= 4 >, vel=<x= 0 , y= 2 , z= 4 >
found velocity and position match, step #: 297
0 : pos=<x= 2 , y= 3 , z= -4 >, vel=<x= -3 , y= 2 , z= -1 >
1 : pos=<x= 1 , y= -9 , z= -3 >, vel=<x= -1 , y= -1 , z= -3 >
2 : pos=<x= 3 , y= -8 , z= 4 >, vel=<x= 3 , y= -2 , z= 3 >
3 : pos=<x= 2 , y= 1 , z= 5 >, vel=<x= 1 , y= 1 , z= 1 >
found velocity and position match, step #: 298
0 : pos=<x= -1 , y= 2 , z= -2 >, vel=<x= -3 , y= -1 , z= 2 >
1 : pos=<x= 3 , y= -7 , z= -5 >, vel=<x= 2 , y= 2 , z= -2 >
2 : pos=<x= 3 , y= -9 , z= 6 >, vel=<x= 0 , y= -1 , z= 2 >
3 : pos=<x= 3 , y= 1 , z= 3 >, vel=<x= 1 , y= 0 , z= -2 >
found velocity and position match, step #: 299
0 : pos=<x= -1 , y= -2 , z= 1 >, vel=<x= 0 , y= -4 , z= 3 >
1 : pos=<x= 4 , y= -4 , z= -4 >, vel=<x= 1 , y= 3 , z= 1 >
2 : pos=<x= 2 , y= -7 , z= 5 >, vel=<x= -1 , y= 2 , z= -1 >
3 : pos=<x= 3 , y= 0 , z= 0 >, vel=<x= 0 , y= -1 , z= -3 >
found velocity and position match, step #: 300
0 : pos=<x= 2 , y= -7 , z= 3 >, vel=<x= 3 , y= -5 , z= 2 >
1 : pos=<x= 2 , y= 0 , z= 0 >, vel=<x= -2 , y= 4 , z= 4 >
2 : pos=<x= 2 , y= -2 , z= 1 >, vel=<x= 0 , y= 5 , z= -4 >
3 : pos=<x= 2 , y= -4 , z= -2 >, vel=<x= -1 , y= -4 , z= -2 >
found velocity and position match, step #: 301
0 : pos=<x= 5 , y= -9 , z= 2 >, vel=<x= 3 , y= -2 , z= -1 >
1 : pos=<x= 0 , y= 1 , z= 5 >, vel=<x= -2 , y= 1 , z= 5 >
2 : pos=<x= 2 , y= 2 , z= -4 >, vel=<x= 0 , y= 4 , z= -5 >
3 : pos=<x= 1 , y= -7 , z= -1 >, vel=<x= -1 , y= -3 , z= 1 >
found velocity and position match, step #: 302
0 : pos=<x= 5 , y= -8 , z= 0 >, vel=<x= 0 , y= 1 , z= -2 >
1 : pos=<x= 1 , y= 1 , z= 7 >, vel=<x= 1 , y= 0 , z= 2 >
2 : pos=<x= 1 , y= 3 , z= -6 >, vel=<x= -1 , y= 1 , z= -2 >
3 : pos=<x= 1 , y= -9 , z= 1 >, vel=<x= 0 , y= -2 , z= 2 >
found velocity and position match, step #: 303
0 : pos=<x= 2 , y= -6 , z= -1 >, vel=<x= -3 , y= 2 , z= -1 >
1 : pos=<x= 3 , y= 0 , z= 6 >, vel=<x= 2 , y= -1 , z= -1 >
2 : pos=<x= 1 , y= 1 , z= -5 >, vel=<x= 0 , y= -2 , z= 1 >
3 : pos=<x= 2 , y= -8 , z= 2 >, vel=<x= 1 , y= 1 , z= 1 >
found velocity and position match, step #: 304
0 : pos=<x= -1 , y= -3 , z= -1 >, vel=<x= -3 , y= 3 , z= 0 >
1 : pos=<x= 2 , y= -2 , z= 2 >, vel=<x= -1 , y= -2 , z= -4 >
2 : pos=<x= 4 , y= -4 , z= -1 >, vel=<x= 3 , y= -5 , z= 4 >
3 : pos=<x= 3 , y= -4 , z= 2 >, vel=<x= 1 , y= 4 , z= 0 >
found velocity and position match, step #: 305
0 : pos=<x= -1 , y= -1 , z= 1 >, vel=<x= 0 , y= 2 , z= 2 >
1 : pos=<x= 2 , y= -7 , z= -4 >, vel=<x= 0 , y= -5 , z= -6 >
2 : pos=<x= 4 , y= -7 , z= 5 >, vel=<x= 0 , y= -3 , z= 6 >
3 : pos=<x= 3 , y= 2 , z= 0 >, vel=<x= 0 , y= 6 , z= -2 >
found velocity and position match, step #: 306
0 : pos=<x= 2 , y= 0 , z= 2 >, vel=<x= 3 , y= 1 , z= 1 >
1 : pos=<x= 3 , y= -10 , z= -7 >, vel=<x= 1 , y= -3 , z= -3 >
2 : pos=<x= 1 , y= -8 , z= 8 >, vel=<x= -3 , y= -1 , z= 3 >
3 : pos=<x= 2 , y= 5 , z= -1 >, vel=<x= -1 , y= 3 , z= -1 >
found velocity and position match, step #: 307
0 : pos=<x= 5 , y= 0 , z= 2 >, vel=<x= 3 , y= 0 , z= 0 >
1 : pos=<x= 1 , y= -10 , z= -7 >, vel=<x= -2 , y= 0 , z= 0 >
2 : pos=<x= 1 , y= -8 , z= 8 >, vel=<x= 0 , y= 0 , z= 0 >
3 : pos=<x= 1 , y= 5 , z= -1 >, vel=<x= -1 , y= 0 , z= 0 >
found velocity and position match, step #: 308
0 : pos=<x= 5 , y= -1 , z= 1 >, vel=<x= 0 , y= -1 , z= -1 >
1 : pos=<x= 0 , y= -7 , z= -4 >, vel=<x= -1 , y= 3 , z= 3 >
2 : pos=<x= 2 , y= -7 , z= 5 >, vel=<x= 1 , y= 1 , z= -3 >
3 : pos=<x= 1 , y= 2 , z= 0 >, vel=<x= 0 , y= -3 , z= 1 >
found velocity and position match, step #: 309
0 : pos=<x= 2 , y= -3 , z= -1 >, vel=<x= -3 , y= -2 , z= -2 >
1 : pos=<x= 2 , y= -2 , z= 2 >, vel=<x= 2 , y= 5 , z= 6 >
2 : pos=<x= 2 , y= -4 , z= -1 >, vel=<x= 0 , y= 3 , z= -6 >
3 : pos=<x= 2 , y= -4 , z= 2 >, vel=<x= 1 , y= -6 , z= 2 >
found velocity and position match, step #: 310
0 : pos=<x= -1 , y= -6 , z= -1 >, vel=<x= -3 , y= -3 , z= 0 >
1 : pos=<x= 4 , y= 0 , z= 6 >, vel=<x= 2 , y= 2 , z= 4 >
2 : pos=<x= 2 , y= 1 , z= -5 >, vel=<x= 0 , y= 5 , z= -4 >
3 : pos=<x= 3 , y= -8 , z= 2 >, vel=<x= 1 , y= -4 , z= 0 >
found velocity and position match, step #: 311
0 : pos=<x= -1 , y= -8 , z= 0 >, vel=<x= 0 , y= -2 , z= 1 >
1 : pos=<x= 3 , y= 1 , z= 7 >, vel=<x= -1 , y= 1 , z= 1 >
2 : pos=<x= 3 , y= 3 , z= -6 >, vel=<x= 1 , y= 2 , z= -1 >
3 : pos=<x= 3 , y= -9 , z= 1 >, vel=<x= 0 , y= -1 , z= -1 >
found velocity and position match, step #: 312
0 : pos=<x= 2 , y= -9 , z= 2 >, vel=<x= 3 , y= -1 , z= 2 >
1 : pos=<x= 1 , y= 1 , z= 5 >, vel=<x= -2 , y= 0 , z= -2 >
2 : pos=<x= 3 , y= 2 , z= -4 >, vel=<x= 0 , y= -1 , z= 2 >
3 : pos=<x= 2 , y= -7 , z= -1 >, vel=<x= -1 , y= 2 , z= -2 >
found velocity and position match, step #: 313
0 : pos=<x= 5 , y= -7 , z= 3 >, vel=<x= 3 , y= 2 , z= 1 >
1 : pos=<x= 2 , y= 0 , z= 0 >, vel=<x= 1 , y= -1 , z= -5 >
2 : pos=<x= 0 , y= -2 , z= 1 >, vel=<x= -3 , y= -4 , z= 5 >
3 : pos=<x= 1 , y= -4 , z= -2 >, vel=<x= -1 , y= 3 , z= -1 >
found velocity and position match, step #: 314
0 : pos=<x= 5 , y= -2 , z= 1 >, vel=<x= 0 , y= 5 , z= -2 >
1 : pos=<x= 2 , y= -4 , z= -4 >, vel=<x= 0 , y= -4 , z= -4 >
2 : pos=<x= 0 , y= -7 , z= 5 >, vel=<x= 0 , y= -5 , z= 4 >
3 : pos=<x= 1 , y= 0 , z= 0 >, vel=<x= 0 , y= 4 , z= 2 >
found velocity and position match, step #: 315
0 : pos=<x= 2 , y= 2 , z= -2 >, vel=<x= -3 , y= 4 , z= -3 >
1 : pos=<x= 1 , y= -7 , z= -5 >, vel=<x= -1 , y= -3 , z= -1 >
2 : pos=<x= 3 , y= -9 , z= 6 >, vel=<x= 3 , y= -2 , z= 1 >
3 : pos=<x= 2 , y= 1 , z= 3 >, vel=<x= 1 , y= 1 , z= 3 >
found velocity and position match, step #: 316
0 : pos=<x= -1 , y= 3 , z= -4 >, vel=<x= -3 , y= 1 , z= -2 >
1 : pos=<x= 3 , y= -9 , z= -3 >, vel=<x= 2 , y= -2 , z= 2 >
2 : pos=<x= 3 , y= -8 , z= 4 >, vel=<x= 0 , y= 1 , z= -2 >
3 : pos=<x= 3 , y= 1 , z= 5 >, vel=<x= 1 , y= 0 , z= 2 >
found velocity and position match, step #: 317
0 : pos=<x= -1 , y= 1 , z= -3 >, vel=<x= 0 , y= -2 , z= 1 >
1 : pos=<x= 4 , y= -8 , z= 0 >, vel=<x= 1 , y= 1 , z= 3 >
2 : pos=<x= 2 , y= -6 , z= 1 >, vel=<x= -1 , y= 2 , z= -3 >
3 : pos=<x= 3 , y= 0 , z= 4 >, vel=<x= 0 , y= -1 , z= -1 >
found velocity and position match, step #: 318
0 : pos=<x= 2 , y= -4 , z= 1 >, vel=<x= 3 , y= -5 , z= 4 >
1 : pos=<x= 2 , y= -4 , z= 4 >, vel=<x= -2 , y= 4 , z= 4 >
2 : pos=<x= 2 , y= -3 , z= -3 >, vel=<x= 0 , y= 3 , z= -4 >
3 : pos=<x= 2 , y= -2 , z= 0 >, vel=<x= -1 , y= -2 , z= -4 >
found velocity and position match, step #: 319
0 : pos=<x= 5 , y= -7 , z= 4 >, vel=<x= 3 , y= -3 , z= 3 >
1 : pos=<x= 0 , y= 2 , z= 5 >, vel=<x= -2 , y= 6 , z= 1 >
2 : pos=<x= 2 , y= -1 , z= -4 >, vel=<x= 0 , y= 2 , z= -1 >
3 : pos=<x= 1 , y= -7 , z= -3 >, vel=<x= -1 , y= -5 , z= -3 >
found velocity and position match, step #: 320
0 : pos=<x= 5 , y= -8 , z= 6 >, vel=<x= 0 , y= -1 , z= 2 >
1 : pos=<x= 1 , y= 5 , z= 3 >, vel=<x= 1 , y= 3 , z= -2 >
2 : pos=<x= 1 , y= 0 , z= -2 >, vel=<x= -1 , y= 1 , z= 2 >
3 : pos=<x= 1 , y= -10 , z= -5 >, vel=<x= 0 , y= -3 , z= -2 >
found velocity and position match, step #: 321
0 : pos=<x= 2 , y= -8 , z= 5 >, vel=<x= -3 , y= 0 , z= -1 >
1 : pos=<x= 3 , y= 5 , z= 0 >, vel=<x= 2 , y= 0 , z= -3 >
2 : pos=<x= 1 , y= 0 , z= 1 >, vel=<x= 0 , y= 0 , z= 3 >
3 : pos=<x= 2 , y= -10 , z= -4 >, vel=<x= 1 , y= 0 , z= 1 >
found velocity and position match, step #: 322
0 : pos=<x= -1 , y= -7 , z= 1 >, vel=<x= -3 , y= 1 , z= -4 >
1 : pos=<x= 2 , y= 2 , z= -2 >, vel=<x= -1 , y= -3 , z= -2 >
2 : pos=<x= 4 , y= -1 , z= 3 >, vel=<x= 3 , y= -1 , z= 2 >
3 : pos=<x= 3 , y= -7 , z= 0 >, vel=<x= 1 , y= 3 , z= 4 >
found velocity and position match, step #: 323
0 : pos=<x= -1 , y= -4 , z= -4 >, vel=<x= 0 , y= 3 , z= -5 >
